web_scraper_order,web_scraper_start_url,image_link,address,price,type clothes
"1765138297-777","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5520979_uploaded_image1_1757622379.jpg","Mbao, Dakar, Sénégal","3 500CFA","Vêtements pour enfants"
"1765138297-778","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5520806_uploaded_image1_1757613666.jpg","Mbao, Dakar, Sénégal","3 500CFA","Vêtements pour enfants"
"1765138297-779","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5478990_uploaded_image1_1755394245.jpg","Medina, Dakar, Sénégal","6 000CFA","Ensemble bas-large"
"1765138297-780","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5427239_uploaded_image1_1752708596.jpg","Fass, Dakar, Sénégal","10 000CFA","Robe nuafna mélange géginer"
"1765138297-781","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5428559_uploaded_image1_1752775679.jpg","Mbao, Dakar, Sénégal","3 500CFA","Vêtements d'été pour fille"
"1765138297-782","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5374426_uploaded_image1_1749913743.jpg","Colobane, Dakar, Sénégal","10 000CFA","Djalabé pour enfants"
"1765138297-783","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5411543_uploaded_image1_1751909046.jpg","Sicap Liberté, Dakar, Sénégal","3 500CFA","Vêtements enfants"
"1765138297-784","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg","Dakar, Sénégal","10 000CFA","Ensemble pour jeune fille"
"1765138297-785","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg","Dakar, Sénégal","7 000CFA","Robe enfant"
"1765138297-786","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg","Dakar, Sénégal","8 000CFA","Robe enfant"
"1765138297-787","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5364545_uploaded_image1_1749327684.jpg","Dakar, Sénégal","8 000CFA","Ensemble short enfant"
"1765138297-788","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5344465_uploaded_image1_1748167330.jpg","Colobane, Dakar, Sénégal","7 000CFA","Robe pour enfants"
"1765138297-789","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5344473_uploaded_image1_1748167713.jpg","Colobane, Dakar, Sénégal","10 000CFA","Robe"
"1765138297-790","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5344468_uploaded_image1_1748167535.jpg","Colobane, Dakar, Sénégal","4 000CFA","Polo Lacoste pour enfants"
"1765138297-791","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5344462_uploaded_image1_1748167236.jpg","Colobane, Dakar, Sénégal","8 000CFA","Emsemble pour enfants 3 pièces"
"1765138297-792","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342641_uploaded_image1_1748035425.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble pour enfants de 1ans à 3ans"
"1765138297-793","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342650_uploaded_image1_1748035854.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble pour enfants de 2ans a 6ans coton"
"1765138297-794","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342643_uploaded_image1_1748035562.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble pour enfants de 2ans a 12ans"
"1765138297-795","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342638_uploaded_image1_1748035029.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble pour enfants de 3ans jusqu'à 8ans"
"1765138297-796","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342633_uploaded_image1_1748034778.jpg","Colobane, Dakar, Sénégal","4 000CFA","Ensemble pour enfants 6mois à 4ans"
"1765138297-797","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342628_uploaded_image1_1748034550.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble pour enfants coton"
"1765138297-798","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5342624_uploaded_image1_1748034284.jpg","Colobane, Dakar, Sénégal","1 500CFA","Survêtement coton pour enfants"
"1765138297-799","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5385373_uploaded_image1_1750509886.51.jpeg","HLM, Dakar, Sénégal","Prix sur demande","Ensemble bébé"
"1765138297-800","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg","HLM, Dakar, Sénégal","Prix sur demande","Ensemble enfant"
"1765138297-801","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5385356_uploaded_image1_1750509151.08.jpeg","HLM, Dakar, Sénégal","Prix sur demande","Ensemble pour bébé"
"1765138297-802","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5385294_uploaded_image1_1750506744.37.jpeg","HLM, Dakar, Sénégal","4 000CFA","Habillement enfant"
"1765138297-803","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5328806_uploaded_image1_1747290315.jpg","Colobane, Dakar, Sénégal","8 000CFA","Ensemble pour enfants"
"1765138297-804","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5336896_uploaded_image1_1747744426.jpg","Ouakam, Dakar, Sénégal","Prix sur demande","Robe enfant"
"1765138297-805","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5290112_uploaded_image1_1745150419.jpg","Colobane, Dakar, Sénégal","7 000CFA","Emsemble coton"
"1765138297-806","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5289213_uploaded_image1_1745070585.jpg","Colobane, Dakar, Sénégal","6 000CFA","Emsemble  Coton"
"1765138297-807","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5281282_uploaded_image1_1744639610.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Vetements et accéssoires pour bébé"
"1765138297-808","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5281278_uploaded_image1_1744639447.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Gamme et vetement pour bébé"
"1765138297-809","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5321500_uploaded_image1_1746889004.jpg","Dakar, Sénégal","3 000CFA","Brassière kids"
"1765138297-810","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Dakar, Sénégal","Prix sur demande","Vetement enfant"
"1765138297-811","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5309005_uploaded_image1_1746217976.jpg","Diamalaye 1, Dakar, Sénégal","6 000CFA","Ensemble pour enfants"
"1765138297-812","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5309001_uploaded_image1_1746217790.jpg","Diamalaye 1, Dakar, Sénégal","6 000CFA","Ensemble enfants"
"1765138297-813","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5308995_uploaded_image1_1746217632.jpg","Diamalaye 1, Dakar, Sénégal","6 000CFA","Ensemble pour enfants"
"1765138297-814","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5263591_uploaded_image1_1743688903.jpg","Fass, Dakar, Sénégal","15 000CFA","Chemise enfants"
"1765138297-815","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5263587_uploaded_image1_1743688774.jpg","Fass, Dakar, Sénégal","10 000CFA","Abaya pour Anfna"
"1765138297-816","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5257015_uploaded_image1_1743325512.jpg","Fass, Dakar, Sénégal","7 500CFA","Djalaba"
"1765138297-817","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Fass, Dakar, Sénégal","1 000CFA","Sous vetement enfant"
"1765138297-818","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5243665_uploaded_image1_1742560242.jpg","Fass, Dakar, Sénégal","15 000CFA","Robe Afne"
"1765138297-819","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5283049_uploaded_image1_1744729140.jpg","Fass, Dakar, Sénégal","Prix sur demande","Robes enfant"
"1765138297-820","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5283005_uploaded_image1_1744727750.jpg","Fass, Dakar, Sénégal","Prix sur demande","Robes enfant"
"1765138297-821","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5233364_uploaded_image1_1742035732.jpg","Colobane, Dakar, Sénégal","7 000CFA","Dialaba  2 pièces"
"1765138297-822","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5228687_uploaded_image1_1741791237.jpg","Colobane, Dakar, Sénégal","15 000CFA","Dialab"
"1765138297-823","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5228280_uploaded_image1_1741779191.jpg","Colobane, Dakar, Sénégal","12 000CFA","Dialab 3 pièces  3ans jusqua 16ans"
"1765138297-824","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5227274_uploaded_image1_1741722024.jpg","Colobane, Dakar, Sénégal","10 000CFA","Dialab pour enfant de 1ans jusqua 16ans"
"1765138297-825","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5227233_uploaded_image1_1741720597.jpg","Colobane, Dakar, Sénégal","12 000CFA","Dialab enfant 3pièces"
"1765138297-826","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5214607_uploaded_image1_1741112466.jpg","Colobane, Dakar, Sénégal","15 000CFA","Ensemble dialab enfants 3pièces"
"1765138297-827","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5214582_uploaded_image1_1741111696.jpg","Colobane, Dakar, Sénégal","7 000CFA","Ensemble dialab pour enfant de 3ans jusqua 16ans"
"1765138297-828","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5214595_uploaded_image1_1741112064.jpg","Colobane, Dakar, Sénégal","7 000CFA","Dialab pour enfant"
"1765138297-829","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5204766_uploaded_image1_1740600489.jpg","Ngor, Dakar, Sénégal","15 000CFA","Robe Iris enfant"
"1765138297-830","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5246903_uploaded_image1_1742748145.jpg","Parcelle Assainies, Dakar, Sénégal","15 000CFA","Jalaba  pour enfants"
"1765138297-831","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5246901_uploaded_image2_1742748053.jpeg","Parcelle Assainies, Dakar, Sénégal","7 000CFA","Jalaba  pour enfants"
"1765138297-832","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5246062_uploaded_image1_1742692008.jpg","Dieuppeul-Derklé, Dakar, Sénégal","10 000CFA","Maillots enfants"
"1765138297-833","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5241328_uploaded_image1_1742452229.jpg","Sicap Liberté, Dakar, Sénégal","5 000CFA","Robe de prière  enfant"
"1765138297-834","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Fass, Dakar, Sénégal","8 500CFA","Vetement  enfants"
